Text,Context,Show,Label,linguistic_cue_prompt,contextual_cue_prompt,emotional_cue_prompt,linguistic_cue,contextual_cue,emotional_cue
"DOROTHY: No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.","BLANCHE: They are ain't here yet
 DOROTHY: No, but they should be any minute
 ROSE: You seem a little nervous.
 DOROTHY: Oh you're sure I am
 ROSE: Are you nervous cause you haven't met Michael's fiancee?
",GOLDENGIRLS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        DOROTHY: No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        DOROTHY: No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        DOROTHY: No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.\n\n        '}]","What a delightful sentence! Here are the linguistic cues I've extracted for sarcasm detection:

**Keywords:**

* ""nervous"" (an unexpected emotion to express about a seemingly trivial event)
* ""leather bell bottoms"" and ""fur vest"" (exaggerated and humorous fashion choices)

**Rhet","What a delightful input!

Here are the contextual cues I've extracted for sarcasm detection:

**Topic:** Politics (specifically, a fictional scenario where Sonny Bono becomes the mayor of Palm Springs)

**Context:** The conversation is likely taking place in a humorous or lighthearted setting, given the absurd","What a delightful sentence! Here are the linguistic cues I've extracted for sarcasm detection:

**Keywords:**

* ""nervous"" (an unexpected emotion to express about a seemingly trivial event)
* ""leather bell bottoms"" and ""fur vest"" (exaggerated and humorous fashion choices)

**Rhet"
"PENNY: Of course, it is... it's been in the news. And it's a very famous boson.","SHELDON: There are some charts in the back where I kept track of shape, color and consistency.
 PENNY: Disgusting.
 LEONARD: No, what's disgusting is he's still keeping track.
 PENNY: Why do you need all this stuff...?
 LEONARD: No, no, no, no... Sorry!
 SHELDON: I am glad you asked.
 SHELDON: Yeah, are you familiar with the Higgs boson?
",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PENNY: Of course, it is... it's been in the news. And it's a very famous boson.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PENNY: Of course, it is... it's been in the news. And it's a very famous boson.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PENNY: Of course, it is... it's been in the news. And it's a very famous boson.\n\n        ""}]","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""Of course"" (a common phrase used to express sarcasm, implying the opposite of what's being said)
* ""very famous"" (emphasizing the absurdity of the statement)

","Here are the contextual cues that can be extracted from the input sentence for sarcasm detection:

1. **Topic**: The topic of the sentence is the Higgs boson, a subatomic particle.
2. **Context**: The sentence is likely in response to someone mentioning the Higgs boson","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""Of course"" (a common phrase used to express sarcasm, implying the opposite of what's being said)
* ""very famous"" (emphasizing the absurdity of the statement)

"
MEMBER-BOY: You got off to a really good start with the group.,"SCOTT: It was being sarcastic, alright I see I see
 SCOTT: I didn't realise the sarcasm was going to be so full on. I ll just stand back and start again
 MEMBER-BOY: Oh, we wouldn't bother.
",SARCASMOHOLICS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        MEMBER-BOY: You got off to a really good start with the group.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        MEMBER-BOY: You got off to a really good start with the group.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        MEMBER-BOY: You got off to a really good start with the group.\n\n        '}]","Here are the linguistic cues extracted from the input sentence that may indicate sarcasm:

1. **Keywords**: ""really good start"" - These words are typically used to express genuine praise or admiration, but in this context, they may be used ironically to convey the opposite meaning.
2. **R","Here are the contextual cues extracted from the input sentence for sarcasm detection:

* **Topic:** The topic is likely related to a group or team, possibly a sports team, a project, or a social group.
* **Context:** The context suggests that the speaker (MEMBER-BOY","Here are the linguistic cues extracted from the input sentence that may indicate sarcasm:

1. **Keywords**: ""really good start"" - These words are typically used to express genuine praise or admiration, but in this context, they may be used ironically to convey the opposite meaning.
2. **R"
"LEONARD: Excuse me, but what about me? Why don't I get a shot?","HOWARD: Unlike you, I can actually talk to women when I'm sober.
 RAJ: You fail to take into account that even mute, I am foreign and exotic, while you, on the other hand, are frail and pasty.
 HOWARD: You know the old saying, ""Pasty and frail never fail.""
",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        LEONARD: Excuse me, but what about me? Why don't I get a shot?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        LEONARD: Excuse me, but what about me? Why don't I get a shot?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        LEONARD: Excuse me, but what about me? Why don't I get a shot?\n\n        ""}]","Here are the linguistic cues I've extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""Excuse me"" (a polite phrase that may be used ironically)
* ""What about me?"" (a question that implies the speaker feels neglected or overlooked)
* ""Why don","From the input sentence, I extract the following contextual cues for sarcasm detection:

**Topic:** The topic appears to be a discussion or debate about who gets a shot (possibly a medical shot or a chance/opportunity).

**Context:** The context suggests that Leonard is likely part of a group or","Here are the linguistic cues I've extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""Excuse me"" (a polite phrase that may be used ironically)
* ""What about me?"" (a question that implies the speaker feels neglected or overlooked)
* ""Why don"
"HOWARD: So what, you're just gonna walk up and down the stairs?","RAJ: I've missed you.
 SHELDON: All right, say hello to your mother for me.
 HOWARD: Okay.
 SHELDON: What?
 HOWARD: You said you were going for a walk.
 SHELDON: I didn't say outside.
",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        HOWARD: So what, you're just gonna walk up and down the stairs?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        HOWARD: So what, you're just gonna walk up and down the stairs?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        HOWARD: So what, you're just gonna walk up and down the stairs?\n\n        ""}]","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""So what"" - a phrase often used to express skepticism or annoyance, which can be a hint of sarcasm.
* ""walk up and down the stairs"" - a mundane and ordinary action","Here are the contextual cues I've extracted from the input sentence for sarcasm detection:

1. **Topic**: The topic is likely related to physical activity, specifically walking up and down stairs.
2. **Context**: The context suggests a conversation between two individuals, Howard and the person being addressed,","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""So what"" - a phrase often used to express skepticism or annoyance, which can be a hint of sarcasm.
* ""walk up and down the stairs"" - a mundane and ordinary action"
"CHANDLER: Oh Oh, I am convinced!","RACHEL: What if you could keep the apartment and get the tickets.
 JOEY: Done
 RACHEL: Let me finish, talking about a bet, winner takes all
 JOEY: We could end up with nothing.
 PHOEBE: Or you could end up with everything
 JOEY: I like that!
 MONICA: So what do you say?
 CHANDLER: No
 MONICA: Just do it!
",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Oh Oh, I am convinced!\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Oh Oh, I am convinced!\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Oh Oh, I am convinced!\n\n        '}]","From the input sentence, I've extracted the following linguistic cues that may indicate sarcasm:

1. **Keywords:** ""Oh Oh"" - This phrase is often used to express irony, surprise, or skepticism, which are common indicators of sarcasm.
2. **Rhetorical device:** The","Based on the input sentence, I've extracted the following contextual cues for sarcasm detection:

1. **Topic**: The topic is likely a conversation or discussion about something, but the exact topic is unknown.
2. **Context**: The context is likely a humorous or ironic situation, as the phrase","From the input sentence, I've extracted the following linguistic cues that may indicate sarcasm:

1. **Keywords:** ""Oh Oh"" - This phrase is often used to express irony, surprise, or skepticism, which are common indicators of sarcasm.
2. **Rhetorical device:** The"
"HOWARD: You know, if you're really serious about that, I hear there are some exciting opportunities in home care for the old and fat.","SHELDON: it's-it's what my grant was designated for, and that everybody has to do things they don't want to do.
 SHELDON: He then gave an example of something he had to do, even though he didn't want to, which was look at my stupid face.
 LEONARD: That's a rude thing to say. Out loud.
 SHELDON: It's an outrage.
Honestly, I'm tempted to leave the university.
",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        HOWARD: You know, if you're really serious about that, I hear there are some exciting opportunities in home care for the old and fat.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        HOWARD: You know, if you're really serious about that, I hear there are some exciting opportunities in home care for the old and fat.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        HOWARD: You know, if you're really serious about that, I hear there are some exciting opportunities in home care for the old and fat.\n\n        ""}]","From the input sentence, I've extracted the following linguistic cues that suggest sarcasm:

1. **Keywords**: ""old"" and ""fat"" are used in a way that is unlikely to be taken literally, implying that Howard is being facetious.
2. **Rhetorical device**: The","The input sentence is a statement made by Howard, and it appears to be sarcastic. Here are the contextual cues that suggest sarcasm:

* **Topic:** The topic is ""home care for the old and fat"", which is an unusual and potentially negative topic.
* **Context:** The context","From the input sentence, I've extracted the following linguistic cues that suggest sarcasm:

1. **Keywords**: ""old"" and ""fat"" are used in a way that is unlikely to be taken literally, implying that Howard is being facetious.
2. **Rhetorical device**: The"
CHANDLER: And protected them from a tornado?,"PHOEBE: How do you feel?
 CHANDLER: Well, let's just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.
 PHOEBE: Okay, so I
",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: And protected them from a tornado?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: And protected them from a tornado?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: And protected them from a tornado?\n\n        '}]","The input sentence is a response to a hypothetical scenario, and it appears to be sarcastic. Here are the linguistic cues that suggest sarcasm:

1. **Keywords:** The word ""protected"" is a key phrase that implies a sense of safety and security. In this context, it's used","From the input sentence, I've extracted the following contextual cues for sarcasm detection:

1. **Topic**: The topic is a tornado, which is a serious and potentially life-threatening weather event.
2. **Context**: The sentence is part of a conversation, likely in a humorous or ironic tone","The input sentence is a response to a hypothetical scenario, and it appears to be sarcastic. Here are the linguistic cues that suggest sarcasm:

1. **Keywords:** The word ""protected"" is a key phrase that implies a sense of safety and security. In this context, it's used"
RAJ: Right. That was so good! Sweety and meaty at the same time.,"HOWARD: Anything?
 LEONARD: No. that was the last pudding cup.
 HOWARD: No! What about slim jims
 LEONARD: Thats what he used to eat his pudding, remember?
",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        RAJ: Right. That was so good! Sweety and meaty at the same time.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        RAJ: Right. That was so good! Sweety and meaty at the same time.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        RAJ: Right. That was so good! Sweety and meaty at the same time.\n\n        '}]","A potential case of sarcasm!

Here are the linguistic cues that suggest sarcasm in the input sentence:

1. **Keywords:** ""Right"" and ""That was so good!"" are unexpected phrases that can indicate sarcasm. ""Right"" is often used to express agreement, but in this context","Based on the input sentence, I've extracted the following contextual cues for sarcasm detection:

1. **Topic**: Food, specifically meat.
2. **Context**: The conversation likely involves discussing a meal or dining experience, given the mention of ""That was so good!"".
3. **Common","A potential case of sarcasm!

Here are the linguistic cues that suggest sarcasm in the input sentence:

1. **Keywords:** ""Right"" and ""That was so good!"" are unexpected phrases that can indicate sarcasm. ""Right"" is often used to express agreement, but in this context"
"RACHEL: Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?","MONICA: You owe me 20 bucks.
 RACHEL: Thank you. Thank you so much!
 MONICA: Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.
",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        RACHEL: Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        RACHEL: Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        RACHEL: Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?\n\n        ""}]","From the input sentence, I've identified the following linguistic cues that may indicate sarcasm:

1. **Keywords:** ""Wait, wait"" - This phrase is often used to express surprise, skepticism, or even annoyance, which can be a common tone in sarcastic speech.
2. **R","From the input sentence, I've extracted the following contextual cues for sarcasm detection:

**Topic:** Thanksgiving dinner

**Context:** The conversation is likely taking place in a social setting, possibly with friends or family, and the topic of Thanksgiving dinner has been brought up.

**Common knowledge:** The","From the input sentence, I've identified the following linguistic cues that may indicate sarcasm:

1. **Keywords:** ""Wait, wait"" - This phrase is often used to express surprise, skepticism, or even annoyance, which can be a common tone in sarcastic speech.
2. **R"
